ID,gender,age,maritalStatus,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50
14924,Female,21,Unmarried partner,Associates degree,Food Preparation & Serving Related,$12500 - $24999,never,never,less1,1~3,never
16621,Male,36,Married partner,Bachelors degree,Sales & Related,$62500 - $74999,never,never,less1,1~3,1~3
21042,Male,46,Single,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8
19583,Female,31,Unmarried partner,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3
22210,Female,26,Unmarried partner,Some college - no degree,Computer & Mathematical,$50000 - $62499,4~8,gt8,1~3,1~3,1~3
22567,Female,26,Married partner,Bachelors degree,Office & Administrative Support,$50000 - $62499,never,less1,1~3,1~3,never
19205,Male,26,Single,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1
15712,Female,26,Married partner,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,4~8,1~3,4~8,4~8,1~3
17700,Male,50plus,Married partner,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,less1,less1,less1,1~3,1~3
12795,Female,26,Single,Associates degree,Unemployed,Less than $12500,1~3,less1,4~8,less1,4~8
19544,Female,below21,Unmarried partner,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1
12716,Male,21,Single,Bachelors degree,Computer & Mathematical,$87500 - $99999,1~3,1~3,1~3,4~8,1~3
11888,Male,21,Single,Some college - no degree,Student,$12500 - $24999,less1,less1,4~8,4~8,less1
18989,Female,46,Married partner,High School Graduate,Transportation & Material Moving,$37500 - $49999,less1,less1,1~3,1~3,never
10375,Female,31,Married partner,Bachelors degree,Life Physical Social Science,$37500 - $49999,never,less1,4~8,4~8,less1
17873,Female,50plus,Single,Bachelors degree,Office & Administrative Support,$37500 - $49999,less1,4~8,1~3,1~3,1~3
15526,Female,50plus,Single,High School Graduate,Management,$37500 - $49999,less1,less1,less1,less1,1~3
15373,Male,26,Single,Bachelors degree,Business & Financial,$100000 or More,4~8,1~3,1~3,1~3,less1
15159,Male,36,Married partner,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,1~3,4~8,1~3,1~3
15252,Female,26,Unmarried partner,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less1,less1,1~3,less1,never
14007,Female,50plus,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,4~8,gt8,4~8,4~8,4~8
21180,Female,below21,Unmarried partner,Some college - no degree,Education&Training&Library,$37500 - $49999,never,gt8,gt8,gt8,less1
18907,Male,26,Unmarried partner,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1
10899,Female,21,Single,Bachelors degree,Office & Administrative Support,$37500 - $49999,1~3,less1,4~8,1~3,less1
13067,Female,41,Married partner,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,gt8,4~8,gt8,less1
18088,Female,50plus,Married partner,Some college - no degree,Education&Training&Library,$50000 - $62499,less1,never,4~8,1~3,less1
15207,Female,50plus,Unmarried partner,Some college - no degree,Management,$37500 - $49999,never,never,4~8,1~3,less1
19788,Male,31,Single,Some college - no degree,Office & Administrative Support,$12500 - $24999,4~8,never,gt8,4~8,never
17467,Female,31,Unmarried partner,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,never,never,less1,less1,never
19590,Female,31,Unmarried partner,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3
11457,Male,46,Married partner,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3
13143,Male,41,Married partner,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,1~3,1~3,1~3,4~8,less1
15755,Male,26,Married partner,Some college - no degree,Computer & Mathematical,$50000 - $62499,never,1~3,1~3,less1,1~3
14126,Male,31,Married partner,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never
15648,Female,36,Single,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,less1,4~8,4~8,1~3,less1
12290,Female,41,Single,Some college - no degree,Office & Administrative Support,$25000 - $37499,less1,less1,less1,less1,never
14152,Female,50plus,Married partner,Some college - no degree,Unemployed,$25000 - $37499,never,never,1~3,4~8,never
10898,Female,21,Single,Bachelors degree,Office & Administrative Support,$37500 - $49999,1~3,less1,4~8,1~3,less1
14904,Female,31,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,4~8,4~8,never
17517,Female,41,Unmarried partner,Some college - no degree,Unemployed,Less than $12500,never,1~3,1~3,4~8,less1
14025,Male,31,Married partner,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8
20261,Female,31,Married partner,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1
13585,Male,41,Married partner,Graduate degree (Masters or Doctorate),Management,$100000 or More,less1,4~8,gt8,gt8,1~3
21763,Female,26,Single,Bachelors degree,Office & Administrative Support,$12500 - $24999,less1,less1,less1,less1,less1
14614,Male,21,Single,Bachelors degree,Student,$25000 - $37499,4~8,4~8,4~8,1~3,never
21604,Female,21,Single,Bachelors degree,Student,$25000 - $37499,never,never,less1,never,never
22430,Male,31,Married partner,Some college - no degree,Protective Service,$100000 or More,1~3,less1,4~8,1~3,4~8
21637,Male,21,Single,Some college - no degree,Student,Less than $12500,less1,less1,less1,1~3,1~3
12614,Female,41,Married partner,Bachelors degree,Legal,$100000 or More,never,1~3,1~3,1~3,less1
14905,Female,31,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,4~8,4~8,never
12885,Female,36,Married partner,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,4~8,1~3,1~3
10000,Female,21,Unmarried partner,Some college - no degree,Unemployed,$37500 - $49999,never,never,,4~8,1~3
18150,Female,46,Unmarried partner,Graduate degree (Masters or Doctorate),Unemployed,$100000 or More,never,less1,less1,1~3,less1
10502,Male,26,Unmarried partner,Bachelors degree,Community & Social Services,$12500 - $24999,never,,less1,less1,less1
16082,Female,50plus,Single,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,never,gt8,1~3,less1,less1
21159,Female,41,Married partner,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1
14984,Female,21,Single,High School Graduate,Unemployed,$100000 or More,never,never,less1,never,never
11203,Female,31,Married partner,Some college - no degree,Sales & Related,$12500 - $24999,1~3,,4~8,4~8,
22464,Male,41,Divorced,High School Graduate,Sales & Related,$12500 - $24999,never,less1,less1,1~3,4~8
18826,Female,31,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1
10256,Female,21,Single,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1
22623,Female,21,Unmarried partner,Bachelors degree,Unemployed,$37500 - $49999,never,4~8,1~3,1~3,less1
10734,Male,41,Single,Some college - no degree,Sales & Related,$37500 - $49999,never,never,4~8,1~3,less1
22015,Male,21,Single,Some college - no degree,Student,Less than $12500,4~8,1~3,4~8,1~3,less1
11722,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,less1,gt8,1~3
19411,Female,50plus,Divorced,Some college - no degree,Unemployed,$37500 - $49999,never,never,4~8,1~3,less1
11858,Male,21,Single,Bachelors degree,Architecture & Engineering,$50000 - $62499,1~3,never,less1,4~8,never
21523,Male,below21,Single,Some college - no degree,Student,Less than $12500,never,gt8,gt8,gt8,less1
10094,Male,21,Single,Associates degree,Student,$12500 - $24999,1~3,less1,1~3,less1,1~3
18882,Male,26,Single,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,4~8,1~3,4~8,1~3,less1
10553,Female,46,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never
13976,Male,36,Single,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3
15298,Male,46,Unmarried partner,Some college - no degree,Transportation & Material Moving,$12500 - $24999,never,less1,1~3,less1,less1
12734,Male,36,Single,Some college - no degree,Sales & Related,$50000 - $62499,never,never,less1,4~8,less1
14410,Female,21,Single,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,never,less1,1~3,never
18514,Male,46,Married partner,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3
18959,Female,21,Unmarried partner,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8
19230,Male,50plus,Married partner,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1
12764,Female,50plus,Married partner,Bachelors degree,Education&Training&Library,$50000 - $62499,never,never,less1,less1,less1
15714,Female,26,Married partner,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,4~8,1~3,4~8,4~8,1~3
21705,Female,50plus,Married partner,High School Graduate,Sales & Related,$37500 - $49999,never,gt8,4~8,1~3,less1
16065,Female,26,Single,High School Graduate,Unemployed,Less than $12500,less1,less1,4~8,1~3,never
13151,Male,41,Married partner,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,1~3,1~3,1~3,4~8,less1
13594,Male,41,Married partner,Graduate degree (Masters or Doctorate),Management,$100000 or More,less1,4~8,gt8,gt8,1~3
12109,Female,26,Single,Bachelors degree,Unemployed,Less than $12500,4~8,1~3,gt8,4~8,1~3
14819,Female,31,Single,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1
11057,Female,31,Unmarried partner,Some college - no degree,Office & Administrative Support,$75000 - $87499,less1,1~3,gt8,4~8,1~3
15226,Male,31,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,1~3,4~8,4~8,less1
14995,Female,21,Single,High School Graduate,Unemployed,$100000 or More,never,never,less1,never,never
11149,Female,31,Married partner,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1
20470,Female,31,Unmarried partner,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,1~3,less1,1~3,1~3,less1
17184,Male,46,Single,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1
20711,Female,41,Single,Bachelors degree,Healthcare Support,$75000 - $87499,less1,less1,1~3,1~3,less1
20171,Male,36,Married partner,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1
21475,Female,41,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$87500 - $99999,1~3,1~3,4~8,4~8,1~3
14506,Female,36,Unmarried partner,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,1~3,gt8,4~8,gt8,1~3
15810,Male,31,Married partner,Bachelors degree,Architecture & Engineering,$87500 - $99999,less1,less1,4~8,less1,less1
10981,Female,36,Married partner,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,less1,less1,1~3,4~8,less1
20216,Female,31,Married partner,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1
16815,Male,26,Unmarried partner,Some college - no degree,Unemployed,$12500 - $24999,never,less1,1~3,4~8,less1
11218,Male,below21,Single,Some college - no degree,Student,$62500 - $74999,never,1~3,1~3,never,1~3
10942,Female,31,Single,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,1~3,4~8,4~8,4~8,4~8
19515,Male,31,Unmarried partner,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never
20079,Female,31,Single,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,never,less1,4~8,1~3,1~3
20914,Female,21,Unmarried partner,Some college - no degree,Student,Less than $12500,1~3,1~3,4~8,1~3,less1
12101,Female,26,Single,Bachelors degree,Unemployed,Less than $12500,4~8,1~3,gt8,4~8,1~3
17473,Female,31,Unmarried partner,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,never,never,less1,less1,never
15009,Female,31,Married partner,Some college - no degree,Unemployed,$50000 - $62499,never,never,1~3,gt8,1~3
10489,Male,26,Single,Some college - no degree,Unemployed,$87500 - $99999,never,1~3,4~8,less1,never
20681,Female,26,Married partner,Some college - no degree,Unemployed,$25000 - $37499,never,never,1~3,less1,never
10768,Female,26,Single,Graduate degree (Masters or Doctorate),Legal,$25000 - $37499,1~3,1~3,1~3,gt8,1~3
17302,Male,26,Single,Bachelors degree,Sales & Related,$75000 - $87499,never,never,less1,less1,less1
12962,Male,31,Married partner,Some college - no degree,Computer & Mathematical,$37500 - $49999,never,less1,4~8,less1,less1
19281,Female,26,Unmarried partner,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3
19335,Female,46,Divorced,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,1~3,1~3,1~3,1~3
18620,Female,50plus,Married partner,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8
19648,Male,21,Single,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,
13712,Female,50plus,Single,Bachelors degree,Sales & Related,$25000 - $37499,never,less1,1~3,1~3,1~3
13013,Female,31,Divorced,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1
20650,Male,21,Unmarried partner,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,1~3
17168,Male,31,Married partner,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3
14894,Male,31,Married partner,Bachelors degree,Management,$50000 - $62499,never,never,never,less1,
14412,Female,36,Married partner,Bachelors degree,Computer & Mathematical,$50000 - $62499,less1,never,4~8,4~8,never
13360,Male,26,Single,High School Graduate,Sales & Related,$12500 - $24999,never,never,4~8,1~3,never
14171,Female,50plus,Married partner,Some college - no degree,Unemployed,$25000 - $37499,never,never,1~3,4~8,never
20621,Male,21,Single,Bachelors degree,Protective Service,$25000 - $37499,never,never,gt8,less1,less1
11337,Female,46,Single,Some college - no degree,Sales & Related,$37500 - $49999,never,less1,1~3,1~3,1~3
19208,Male,26,Single,Bachelors degree,Sales & Related,$75000 - $87499,never,never,4~8,4~8,less1
21199,Male,26,Single,Bachelors degree,Student,$12500 - $24999,less1,gt8,gt8,gt8,less1
12029,Female,26,Married partner,Some college - no degree,Management,$25000 - $37499,less1,1~3,1~3,4~8,1~3
13504,Female,41,Divorced,Some college - no degree,Protective Service,$25000 - $37499,less1,less1,4~8,1~3,less1
13667,Female,31,Married partner,Bachelors degree,Sales & Related,$12500 - $24999,less1,1~3,1~3,1~3,less1
13331,Male,36,Married partner,Graduate degree (Masters or Doctorate),Life Physical Social Science,$100000 or More,less1,4~8,1~3,1~3,less1
10600,Male,26,Single,Bachelors degree,Office & Administrative Support,$50000 - $62499,4~8,never,4~8,1~3,less1
21405,Male,50plus,Married partner,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,less1,less1,less1,less1,less1
18573,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3
11472,Male,46,Married partner,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3
18709,Male,31,Married partner,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,1~3,4~8,less1,4~8,less1
10145,Female,26,Married partner,Some college - no degree,Unemployed,$62500 - $74999,never,less1,gt8,4~8,never
21017,Female,26,Single,Bachelors degree,Unemployed,$25000 - $37499,1~3,never,1~3,4~8,1~3
21545,Male,50plus,Married partner,High School Graduate,Retired,$50000 - $62499,never,1~3,4~8,gt8,gt8
16386,Male,31,Single,High School Graduate,Unemployed,$12500 - $24999,never,never,1~3,1~3,1~3
19570,Male,31,Married partner,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1
12622,Female,41,Married partner,Bachelors degree,Legal,$100000 or More,never,1~3,1~3,1~3,less1
20008,Female,36,Divorced,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,less1,never
18840,Female,31,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1
12813,Male,below21,Single,Some college - no degree,Student,$50000 - $62499,never,1~3,4~8,4~8,less1
10643,Female,41,Single,Some college - no degree,Office & Administrative Support,$25000 - $37499,less1,1~3,1~3,1~3,never
12138,Female,21,Single,Some college - no degree,Life Physical Social Science,Less than $12500,less1,1~3,4~8,gt8,less1
